Dataset,Feature,Extreme_Type,Values,SubjectIDs
PTB-XL,R_Amp_aVL_count,Bottom 20,"5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6","477, 722, 8907, 10266, 16151, 959, 1919, 2534, 3535, 4236, 5135, 8048, 8581, 8620, 8893, 8932, 9217, 9950, 10300, 10670"
PTB-XL,R_Amp_aVL_iqr,Top 20,"3.38, 3.015, 3.01, 2.895, 2.7875, 2.75, 2.36, 2.25, 2.1575, 2.13, 1.9025, 1.87, 1.86, 1.86, 1.855, 1.8425, 1.81, 1.75, 1.705, 1.65","21504, 21498, 9129, 8872, 12432, 11869, 21579, 6345, 12091, 16641, 14799, 18428, 12644, 17450, 13841, 17466, 16513, 11658, 3327, 12209"
PTB-XL,R_Amp_aVL_iqr,Bottom 20,"0.0, 0.0, 0.0, 0.005, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01","1962, 6601, 16927, 2329, 4832, 5640, 13536, 407, 8048, 8663, 11689, 15576, 20057, 20824, 20971, 153, 171, 9656, 12555, 15310"
PTB-XL,R_Amp_aVR,Top 20,"2.95, 1.98, 1.61, 1.46, 1.12, 1.06, 0.93, 0.925, 0.92, 0.92, 0.91, 0.835, 0.83, 0.81, 0.81, 0.805, 0.8, 0.795, 0.795, 0.79","9557, 11813, 2218, 8989, 12186, 15598, 10012, 2828, 12714, 19513, 7204, 2019, 21629, 12893, 19029, 5787, 6491, 12155, 12292, 15867"
PTB-XL,R_Amp_aVR,Bottom 20,"-5.72, -5.46, -5.05, -4.94, -4.035, -3.38, -3.205, -3.09, -3.08, -3.02, -2.99, -2.99, -2.865, -2.85, -2.805, -2.73, -2.73, -2.72, -2.71, -2.7","14854, 20733, 11555, 21171, 8530, 13196, 19862, 20952, 8752, 19739, 17066, 21170, 4146, 299, 21160, 9032, 11106, 21169, 5121, 7510"
PTB-XL,R_Amp_aVR_count,Top 20,"33, 31, 30, 29, 29, 29, 29, 29, 28, 28, 28, 28, 28, 27, 27, 27, 27, 27, 27, 27","14286, 16106, 16753, 2530, 4161, 10936, 12195, 16901, 449, 3134, 3476, 5833, 13112, 1173, 4496, 7796, 7889, 9337, 11349, 12988"
PTB-XL,R_Amp_aVR_count,Bottom 20,"5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6","477, 722, 8907, 10266, 16151, 959, 1919, 2534, 3535, 4236, 5135, 8048, 8581, 8620, 8893, 8932, 9217, 9950, 10300, 10670"
PTB-XL,R_Amp_aVR_iqr,Top 20,"5.75, 4.75, 3.39, 2.785, 2.76, 2.745, 2.66, 2.65, 2.605, 2.43, 2.2725, 2.19, 1.975, 1.94, 1.915, 1.86, 1.84, 1.82, 1.77, 1.755","12581, 18443, 13193, 13196, 18476, 20952, 21522, 14806, 9032, 16874, 18909, 16641, 18599, 15042, 15217, 19716, 8634, 6345, 20777, 15205"
PTB-XL,R_Amp_aVR_iqr,Bottom 20,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0025, 0.0025, 0.005","2406, 3340, 4561, 5558, 6606, 10582, 11465, 14245, 14429, 16933, 17001, 17486, 18297, 20027, 20423, 21464, 21574, 3984, 16479, 6210"
PTB-XL,ST_Elev_I,Top 20,"1.95, 1.945, 1.935, 1.85, 1.83, 1.83, 1.82, 1.81, 1.79, 1.78, 1.77, 1.72, 1.715, 1.69, 1.69, 1.68, 1.65, 1.64, 1.635, 1.63","21171, 21168, 10092, 1456, 1815, 21169, 17447, 9849, 4161, 181, 14926, 20585, 15135, 7296, 14369, 21428, 12942, 517, 2202, 7960"
PTB-XL,ST_Elev_I,Bottom 20,"-2.895, -2.77, -2.76, -2.48, -2.47, -2.15, -2.08, -1.96, -1.95, -1.92, -1.815, -1.755, -1.75, -1.735, -1.62, -1.51, -1.44, -1.39, -1.325, -1.31","836, 14355, 3455, 16700, 18119, 9557, 21517, 21357, 10344, 21497, 12106, 13015, 20248, 7824, 12394, 10936, 14609, 18677, 2894, 21573"
PTB-XL,ST_Elev_II,Top 20,"1.96, 1.94, 1.93, 1.84, 1.76, 1.7, 1.7, 1.695, 1.67, 1.665, 1.655, 1.64, 1.62, 1.61, 1.56, 1.55, 1.5, 1.49, 1.485, 1.47","21450, 7508, 8937, 10579, 21784, 15357, 15672, 5445, 12950, 15272, 12891, 20768, 6126, 17818, 4975, 23, 14130, 8769, 18867, 21476"
PTB-XL,ST_Elev_II,Bottom 20,"-2.975, -2.88, -2.835, -2.735, -2.63, -2.41, -2.405, -2.4, -2.36, -2.35, -2.34, -2.12, -2.115, -1.96, -1.96, -1.96, -1.9, -1.875, -1.84, -1.83","11218, 18769, 19858, 13618, 3505, 14472, 4320, 2795, 14060, 14569, 14355, 11662, 2104, 738, 11160, 17049, 1576, 857, 7252, 12948"
PTB-XL,ST_Elev_III,Top 20,"1.94, 1.905, 1.9, 1.87, 1.84, 1.78, 1.75, 1.72, 1.58, 1.56, 1.525, 1.52, 1.495, 1.495, 1.49, 1.48, 1.465, 1.46, 1.44, 1.43","788, 19005, 17345, 9833, 377, 4196, 13962, 12750, 7075, 14355, 8994, 12394, 4182, 7155, 2653, 13130, 13112, 3893, 8937, 10683"
PTB-XL,ST_Elev_III,Bottom 20,"-2.97, -2.91, -2.88, -2.86, -2.855, -2.76, -2.76, -2.755, -2.66, -2.61, -2.6, -2.48, -2.43, -2.425, -2.41, -2.33, -2.18, -2.15, -2.085, -2.075","12872, 10306, 12988, 16778, 19138, 9243, 15356, 10724, 853, 9590, 709, 15251, 20904, 12904, 7073, 18769, 20947, 6252, 14060, 21141"
PTB-XL,ST_Elev_III_count,Top 20,"33, 31, 30, 29, 29, 29, 29, 29, 28, 28, 28, 28, 28, 27, 27, 27, 27, 27, 27, 27","14286, 16106, 16753, 2530, 4161, 10936, 12195, 16901, 449, 3134, 3476, 5833, 13112, 1173, 4496, 7796, 7889, 9337, 12988, 13130"
PTB-XL,ST_Elev_III_count,Bottom 20,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","9, 21, 27, 42, 46, 57, 59, 61, 62, 76, 81, 82, 85, 92, 99, 104, 107, 109, 116, 120"
PTB-XL,ST_Elev_III_iqr,Top 20,"3.85, 3.77, 3.77, 3.6525, 3.545, 3.505, 3.4925, 3.375, 3.36, 3.3375, 3.26, 3.26, 3.25, 3.23, 3.23, 3.16, 3.12, 3.1075, 3.1, 3.09","16639, 8962, 17016, 11342, 16084, 3487, 17944, 21042, 6045, 10618, 4587, 15251, 18421, 8480, 19020, 13851, 5858, 8763, 5150, 20689"
PTB-XL,ST_Elev_III_iqr,Bottom 20,"0.005, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.0125, 0.0125, 0.0125, 0.0125, 0.015, 0.015, 0.0175, 0.0175, 0.0175, 0.02, 0.02, 0.02, 0.02","15582, 10003, 10832, 13362, 14373, 17782, 21347, 3990, 11640, 19739, 21193, 4975, 5135, 578, 6889, 9682, 2291, 4470, 11091, 12436"
PTB-XL,ST_Elev_II_count,Top 20,"33, 31, 30, 29, 29, 29, 29, 29, 28, 28, 28, 28, 28, 27, 27, 27, 27, 27, 27, 27","14286, 16106, 16753, 2530, 4161, 10936, 12195, 16901, 449, 3134, 3476, 5833, 13112, 1173, 4496, 7796, 7889, 9337, 12988, 13130"
PTB-XL,ST_Elev_II_count,Bottom 20,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","9, 21, 27, 42, 46, 57, 59, 61, 62, 76, 81, 82, 85, 92, 99, 104, 107, 109, 116, 120"
PTB-XL,ST_Elev_II_iqr,Top 20,"3.925, 3.875, 3.76, 3.69, 3.6875, 3.635, 3.44, 3.415, 3.41, 3.38, 3.355, 3.33, 3.3025, 3.2975, 3.27, 3.255, 3.17, 3.1525, 3.1125, 3.09","15347, 8108, 17080, 836, 18638, 1576, 4214, 9347, 1902, 15387, 8971, 21630, 15626, 637, 14132, 1558, 4666, 11923, 191, 21735"
PTB-XL,ST_Elev_II_iqr,Bottom 20,"0.0, 0.0075, 0.0075, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.0125","683, 4236, 11745, 8530, 10808, 20248, 21215, 498, 1276, 2217, 2871, 3094, 9824, 11080, 11267, 17740, 18904, 20845, 21602, 11582"
PTB-XL,ST_Elev_I_count,Top 20,"33, 31, 30, 29, 29, 29, 29, 29, 28, 28, 28, 28, 28, 27, 27, 27, 27, 27, 27, 27","14286, 16106, 16753, 2530, 4161, 10936, 12195, 16901, 449, 3134, 3476, 5833, 13112, 1173, 4496, 7796, 7889, 9337, 12988, 13130"
PTB-XL,ST_Elev_I_count,Bottom 20,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","9, 21, 27, 42, 46, 57, 59, 61, 62, 76, 81, 82, 85, 92, 99, 104, 107, 109, 116, 120"
PTB-XL,ST_Elev_I_iqr,Top 20,"3.655, 3.6, 3.48, 3.3625, 3.1975, 3.165, 3.075, 3.04, 2.83, 2.76, 2.745, 2.7225, 2.6375, 2.63, 2.6225, 2.62, 2.58, 2.525, 2.48, 2.47","3455, 12215, 6212, 16966, 836, 18065, 11442, 9061, 12872, 17026, 2894, 14609, 17091, 18677, 11658, 14517, 21614, 3181, 11756, 7255"
PTB-XL,ST_Elev_I_iqr,Bottom 20,"0.005, 0.005, 0.005, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01","15241, 19862, 3447, 8811, 2227, 5121, 11981, 1454, 1980, 2644, 3155, 6561, 10003, 10136, 10398, 10740, 11839, 12635, 15686, 21250"
PTB-XL,ST_Elev_V1,Top 20,"3.0, 2.98, 2.96, 2.94, 2.92, 2.915, 2.91, 2.85, 2.81, 2.57, 2.53, 2.41, 1.94, 1.865, 1.86, 1.8, 1.77, 1.74, 1.735, 1.71","18489, 9813, 2567, 11662, 21497, 13618, 6070, 7304, 19506, 19966, 20118, 10724, 16313, 18254, 6252, 11166, 18184, 15526, 12447, 13130"
PTB-XL,ST_Elev_V1,Bottom 20,"-3.1, -2.98, -2.97, -2.96, -2.95, -2.93, -2.925, -2.9, -2.9, -2.88, -2.875, -2.87, -2.85, -2.845, -2.84, -2.83, -2.82, -2.81, -2.81, -2.8","9129, 19363, 5884, 647, 10978, 6762, 8964, 8667, 17226, 9046, 9682, 21825, 18888, 19769, 12993, 1877, 3438, 3306, 16056, 17080"
PTB-XL,ST_Elev_V1_count,Top 20,"33, 31, 30, 29, 29, 29, 29, 29, 28, 28, 28, 28, 28, 27, 27, 27, 27, 27, 27, 27","14286, 16106, 16753, 2530, 4161, 10936, 12195, 16901, 449, 3134, 3476, 5833, 13112, 1173, 4496, 7796, 7889, 9337, 12988, 13130"
PTB-XL,ST_Elev_V1_count,Bottom 20,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","9, 21, 27, 42, 46, 57, 59, 61, 62, 76, 81, 82, 85, 92, 99, 104, 107, 109, 116, 120"
PTB-XL,ST_Elev_V1_iqr,Top 20,"3.925, 3.875, 3.85, 3.8475, 3.8275, 3.81, 3.8, 3.79, 3.75, 3.7475, 3.745, 3.73, 3.7, 3.65, 3.645, 3.6275, 3.5425, 3.51, 3.5, 3.49","14870, 16297, 15118, 14594, 7831, 17241, 19024, 21199, 14499, 16445, 2215, 11367, 21825, 9813, 6581, 4274, 9785, 15716, 7200, 6899"
PTB-XL,ST_Elev_V1_iqr,Bottom 20,"0.0, 0.0, 0.005, 0.0075, 0.0075, 0.0075, 0.0075, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01","3076, 11376, 11095, 4757, 11208, 16845, 20855, 12942, 11203, 15390, 5756, 10190, 12915, 21565, 414, 1496, 2493, 2581, 4580, 4588"
PTB-XL,ST_Elev_V2,Top 20,"2.74, 2.64, 2.46, 2.29, 2.25, 2.165, 2.105, 2.1, 1.94, 1.94, 1.85, 1.8, 1.78, 1.75, 1.745, 1.74, 1.71, 1.7, 1.64, 1.63","11632, 13334, 14989, 18438, 19399, 9860, 19444, 21122, 4696, 7466, 19976, 8030, 21324, 3648, 21328, 15526, 7075, 16508, 12936, 21804"
PTB-XL,ST_Elev_V2,Bottom 20,"-2.99, -2.99, -2.98, -2.98, -2.97, -2.965, -2.96, -2.96, -2.95, -2.945, -2.94, -2.925, -2.89, -2.88, -2.88, -2.86, -2.855, -2.85, -2.795, -2.79","15906, 20961, 14043, 18234, 20247, 10500, 8964, 14060, 7378, 9046, 21734, 19769, 15079, 6169, 7716, 6904, 20061, 18829, 15081, 1877"
PTB-XL,ST_Elev_V2_count,Top 20,"33, 31, 30, 29, 29, 29, 29, 29, 28, 28, 28, 28, 28, 27, 27, 27, 27, 27, 27, 27","14286, 16106, 16753, 2530, 4161, 10936, 12195, 16901, 449, 3134, 3476, 5833, 13112, 1173, 4496, 7796, 7889, 9337, 12988, 13130"
PTB-XL,ST_Elev_V2_count,Bottom 20,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","9, 21, 27, 42, 46, 57, 59, 61, 62, 76, 81, 82, 85, 92, 99, 104, 107, 109, 116, 120"
PTB-XL,ST_Elev_V2_iqr,Top 20,"5.075, 3.99, 3.92, 3.88, 3.87, 3.8575, 3.82, 3.82, 3.77, 3.73, 3.725, 3.7, 3.6925, 3.6625, 3.655, 3.65, 3.65, 3.64, 3.6025, 3.585","19585, 13615, 21573, 173, 18234, 623, 3596, 21511, 15268, 15061, 20540, 14043, 6922, 17758, 19024, 19873, 20575, 16905, 15205, 5794"
PTB-XL,ST_Elev_V2_iqr,Bottom 20,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0","75, 775, 1270, 3509, 6053, 6444, 6677, 9405, 10241, 10267, 10336, 11261, 11782, 11818, 12453, 13556, 13753, 14066, 14279, 14689"
PTB-XL,ST_Elev_V3,Top 20,"2.98, 2.54, 2.235, 2.23, 2.18, 2.1, 2.08, 2.07, 2.0, 1.97, 1.93, 1.91, 1.905, 1.9, 1.87, 1.84, 1.83, 1.795, 1.79, 1.785","18455, 4665, 19444, 6616, 14355, 16012, 7466, 7482, 2349, 17329, 19464, 4942, 9991, 5693, 19823, 20324, 12415, 4778, 8599, 8030"
PTB-XL,ST_Elev_V3,Bottom 20,"-3.0, -2.99, -2.99, -2.985, -2.975, -2.97, -2.97, -2.91, -2.895, -2.89, -2.88, -2.875, -2.865, -2.86, -2.85, -2.815, -2.8, -2.78, -2.78, -2.75","14331, 563, 13615, 10548, 8964, 9046, 19353, 2411, 15081, 4396, 2865, 14060, 4832, 19294, 6904, 5833, 12988, 15268, 20152, 9540"
PTB-XL,ST_Elev_V3_count,Top 20,"33, 31, 30, 29, 29, 29, 29, 29, 28, 28, 28, 28, 28, 27, 27, 27, 27, 27, 27, 27","14286, 16106, 16753, 2530, 4161, 10936, 12195, 16901, 449, 3134, 3476, 5833, 13112, 1173, 4496, 7796, 7889, 9337, 12988, 13130"
PTB-XL,ST_Elev_V3_count,Bottom 20,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","9, 21, 27, 42, 46, 57, 59, 61, 62, 76, 81, 82, 85, 92, 99, 104, 107, 109, 116, 120"
PTB-XL,ST_Elev_V3_iqr,Top 20,"5.375, 4.18, 3.95, 3.935, 3.9, 3.85, 3.83, 3.8175, 3.815, 3.7725, 3.69, 3.68, 3.6125, 3.58, 3.575, 3.52, 3.515, 3.515, 3.51, 3.505","7716, 13273, 14139, 15268, 17880, 2367, 20961, 17241, 3506, 11185, 18360, 18421, 11581, 4396, 7881, 15133, 2797, 5254, 18728, 15407"
PTB-XL,ST_Elev_V3_iqr,Bottom 20,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0","1351, 2672, 3194, 3236, 4051, 4439, 4678, 5354, 5423, 5664, 8615, 8913, 9364, 9450, 9512, 9662, 10385, 11206, 12195, 12465"
PTB-XL,ST_Elev_V4,Top 20,"2.94, 2.255, 1.99, 1.965, 1.94, 1.94, 1.81, 1.77, 1.76, 1.74, 1.72, 1.71, 1.71, 1.7, 1.69, 1.69, 1.67, 1.665, 1.66, 1.64","18455, 10404, 3477, 11424, 7232, 17862, 807, 20910, 1456, 19134, 5289, 4822, 18557, 12415, 12963, 19506, 7107, 6576, 14144, 14070"
PTB-XL,ST_Elev_V4,Bottom 20,"-2.98, -2.97, -2.97, -2.955, -2.92, -2.845, -2.835, -2.82, -2.79, -2.755, -2.75, -2.665, -2.66, -2.61, -2.59, -2.55, -2.52, -2.52, -2.52, -2.52","15473, 5884, 20961, 637, 2225, 20339, 17241, 12988, 15511, 9177, 7118, 11397, 8252, 21024, 14355, 1635, 269, 1592, 9337, 13615"
PTB-XL,ST_Elev_V4_count,Top 20,"33, 31, 30, 29, 29, 29, 29, 29, 28, 28, 28, 28, 28, 27, 27, 27, 27, 27, 27, 27","14286, 16106, 16753, 2530, 4161, 10936, 12195, 16901, 449, 3134, 3476, 5833, 13112, 1173, 4496, 7796, 7889, 9337, 12988, 13130"
PTB-XL,ST_Elev_V4_count,Bottom 20,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","9, 21, 27, 42, 46, 57, 59, 61, 62, 76, 81, 82, 85, 92, 99, 104, 107, 109, 116, 120"
PTB-XL,ST_Elev_V4_iqr,Top 20,"4.025, 3.755, 3.7225, 3.58, 3.5675, 3.52, 3.46, 3.44, 3.395, 3.38, 3.37, 3.3625, 3.355, 3.33, 3.32, 3.315, 3.2475, 3.1625, 3.075, 3.075","2225, 7090, 8108, 18303, 4846, 21024, 16706, 20534, 8504, 15104, 8812, 3290, 20961, 4841, 10500, 4991, 20245, 15718, 2033, 3254"
PTB-XL,ST_Elev_V4_iqr,Bottom 20,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0025, 0.0025","649, 1279, 3657, 5114, 7630, 7846, 9838, 12001, 12184, 13875, 15063, 16242, 16934, 17759, 17979, 20417, 21069, 21777, 1954, 2231"
PTB-XL,ST_Elev_V5,Top 20,"2.0, 1.85, 1.82, 1.81, 1.8, 1.8, 1.77, 1.745, 1.74, 1.72, 1.7, 1.68, 1.66, 1.64, 1.63, 1.62, 1.585, 1.52, 1.515, 1.445","8266, 19240, 6576, 7107, 7296, 14130, 11048, 12891, 1820, 8937, 14144, 3708, 20604, 19353, 23, 12415, 7444, 15925, 3560, 3234"
PTB-XL,ST_Elev_V5,Bottom 20,"-2.975, -2.95, -2.93, -2.89, -2.875, -2.81, -2.765, -2.73, -2.715, -2.675, -2.6, -2.57, -2.51, -2.48, -2.425, -2.32, -2.27, -2.27, -2.12, -1.95","7603, 11970, 18633, 13831, 7881, 14355, 10724, 16668, 9610, 11397, 10136, 19976, 12988, 20729, 13851, 3772, 7118, 19800, 14641, 18500"
PTB-XL,ST_Elev_V5_count,Top 20,"33, 31, 30, 29, 29, 29, 29, 29, 28, 28, 28, 28, 28, 27, 27, 27, 27, 27, 27, 27","14286, 16106, 16753, 2530, 4161, 10936, 12195, 16901, 449, 3134, 3476, 5833, 13112, 1173, 4496, 7796, 7889, 9337, 12988, 13130"
PTB-XL,ST_Elev_V5_count,Bottom 20,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","9, 21, 27, 42, 46, 57, 59, 61, 62, 76, 81, 82, 85, 92, 99, 104, 107, 109, 116, 120"
PTB-XL,ST_Elev_V5_iqr,Top 20,"4.225, 3.8825, 3.55, 3.435, 3.42, 3.3825, 3.3, 3.22, 3.18, 2.975, 2.97, 2.95, 2.8975, 2.875, 2.87, 2.865, 2.855, 2.855, 2.8525, 2.83","3913, 21168, 7118, 8108, 6976, 5747, 1471, 3254, 17342, 19662, 16715, 2908, 5103, 19800, 18948, 5219, 11923, 13039, 18633, 15230"
PTB-XL,ST_Elev_V5_iqr,Bottom 20,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0025, 0.0025, 0.0025, 0.005, 0.005, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075","1199, 6811, 12465, 12554, 16354, 18589, 18807, 12374, 18118, 20318, 18838, 21155, 931, 8913, 11782, 14594, 16568, 18620, 20185, 196"
PTB-XL,ST_Elev_V6,Top 20,"2.215, 1.975, 1.96, 1.94, 1.915, 1.915, 1.905, 1.89, 1.875, 1.83, 1.83, 1.81, 1.8, 1.795, 1.79, 1.76, 1.75, 1.74, 1.74, 1.72","8482, 15822, 19240, 12494, 6576, 20763, 18867, 5847, 15838, 11048, 17226, 9575, 15958, 12891, 9716, 20675, 7304, 23, 15135, 12993"
PTB-XL,ST_Elev_V6,Bottom 20,"-2.79, -2.77, -2.71, -2.685, -2.675, -2.645, -2.59, -2.295, -2.23, -2.17, -2.12, -2.07, -2.06, -2.045, -1.97, -1.96, -1.94, -1.86, -1.85, -1.84","3455, 14355, 10344, 1754, 524, 8108, 14472, 15526, 4496, 3772, 12334, 1984, 17119, 5240, 10752, 5911, 18755, 3389, 19976, 15230"
PTB-XL,ST_Elev_V6_count,Top 20,"33, 31, 30, 29, 29, 29, 29, 29, 28, 28, 28, 28, 28, 27, 27, 27, 27, 27, 27, 27","14286, 16106, 16753, 2530, 4161, 10936, 12195, 16901, 449, 3134, 3476, 5833, 13112, 1173, 4496, 7796, 7889, 9337, 12988, 13130"
PTB-XL,ST_Elev_V6_count,Bottom 20,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","9, 21, 27, 42, 46, 57, 59, 61, 62, 76, 81, 82, 85, 92, 99, 104, 107, 109, 116, 120"
PTB-XL,ST_Elev_V6_iqr,Top 20,"3.88, 3.82, 3.81, 3.7425, 3.62, 3.3875, 3.155, 3.14, 3.1375, 3.08, 3.045, 2.9925, 2.9725, 2.92, 2.9025, 2.885, 2.86, 2.85, 2.82, 2.81","15961, 3913, 3455, 16965, 5998, 14641, 8108, 4586, 13836, 853, 12897, 12690, 11397, 16501, 14734, 3329, 18890, 20553, 19264, 524"
PTB-XL,ST_Elev_V6_iqr,Bottom 20,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005, 0.005, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01","1097, 5170, 12119, 12468, 15818, 19798, 6319, 9401, 75, 2305, 8811, 11939, 12689, 79, 1054, 1313, 8069, 12001, 16106, 16178"
PTB-XL,ST_Elev_aVF,Top 20,"2.29, 1.97, 1.96, 1.84, 1.84, 1.84, 1.81, 1.78, 1.67, 1.65, 1.645, 1.63, 1.61, 1.6, 1.595, 1.565, 1.545, 1.52, 1.5, 1.47","6805, 19886, 842, 15240, 18621, 20471, 15241, 13962, 16553, 20604, 20694, 2034, 15672, 12891, 7462, 5445, 942, 8647, 15272, 12601"
PTB-XL,ST_Elev_aVF,Bottom 20,"-3.04, -2.98, -2.955, -2.91, -2.9, -2.875, -2.79, -2.72, -2.72, -2.71, -2.63, -2.58, -2.47, -2.44, -2.42, -2.39, -2.38, -2.37, -2.365, -2.28","4513, 16496, 11566, 18419, 18769, 1576, 10724, 853, 10316, 15318, 6661, 13577, 6773, 4874, 19858, 7073, 18344, 17016, 14060, 14472"
PTB-XL,ST_Elev_aVF_count,Top 20,"33, 31, 30, 29, 29, 29, 29, 29, 28, 28, 28, 28, 28, 27, 27, 27, 27, 27, 27, 27","14286, 16106, 16753, 2530, 4161, 10936, 12195, 16901, 449, 3134, 3476, 5833, 13112, 1173, 4496, 7796, 7889, 9337, 12988, 13130"
PTB-XL,ST_Elev_aVF_count,Bottom 20,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","9, 21, 27, 42, 46, 57, 59, 61, 62, 76, 81, 82, 85, 92, 99, 104, 107, 109, 116, 120"
PTB-XL,ST_Elev_aVF_iqr,Top 20,"3.745, 3.635, 3.63, 3.59, 3.475, 3.44, 3.355, 3.335, 3.33, 3.3275, 3.3075, 3.27, 3.27, 3.25, 3.22, 3.1825, 3.1275, 3.0475, 2.99, 2.945","17016, 9737, 19858, 6661, 20950, 15860, 15318, 5925, 4513, 8943, 11268, 8108, 18419, 3401, 12960, 1756, 15251, 21293, 18644, 18645"
PTB-XL,ST_Elev_aVF_iqr,Bottom 20,"0.0, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.0125, 0.0125, 0.0125, 0.0125, 0.015, 0.015, 0.015","5162, 1167, 8305, 12573, 14324, 2217, 2580, 9956, 15582, 18667, 19202, 19739, 19862, 5121, 8530, 12953, 18315, 16496, 15867, 17557"
PTB-XL,ST_Elev_aVL,Top 20,"1.98, 1.92, 1.88, 1.855, 1.85, 1.845, 1.83, 1.82, 1.82, 1.81, 1.78, 1.78, 1.76, 1.745, 1.745, 1.74, 1.7, 1.685, 1.675, 1.65","12872, 10306, 12988, 500, 858, 449, 9716, 5252, 16535, 2692, 3772, 9849, 12963, 1919, 3295, 1430, 5424, 15135, 1109, 9195"
PTB-XL,ST_Elev_aVL,Bottom 20,"-2.835, -2.78, -2.75, -2.64, -2.57, -2.485, -2.43, -2.41, -2.195, -2.095, -2.09, -2.06, -1.97, -1.86, -1.755, -1.69, -1.605, -1.58, -1.475, -1.445","4830, 15075, 14355, 14083, 13130, 3893, 10913, 10900, 7145, 8695, 16928, 2599, 14992, 3486, 621, 13015, 9932, 13607, 15219, 12106"
PTB-XL,ST_Elev_aVL_count,Top 20,"33, 31, 30, 29, 29, 29, 29, 29, 28, 28, 28, 28, 28, 27, 27, 27, 27, 27, 27, 27","14286, 16106, 16753, 2530, 4161, 10936, 12195, 16901, 449, 3134, 3476, 5833, 13112, 1173, 4496, 7796, 7889, 9337, 12988, 13130"
PTB-XL,ST_Elev_aVL_count,Bottom 20,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","9, 21, 27, 42, 46, 57, 59, 61, 62, 76, 81, 82, 85, 92, 99, 104, 107, 109, 116, 120"
